date,product,customer_segment,price,competitor_price,quantity_sold,unit_cost,inventory_level,days_since_promotion,competitor_promotion,month,quarter,day_of_week,revenue,cost,profit,margin_percent,price_diff_competitor,price_ratio_competitor,price_pct_vs_competitor,is_premium_vs_competitor,product_base_price,price_vs_product_norm,price_tier,year,week_of_year,day_of_year,is_academic_start,is_summer_slowdown,is_year_end,is_quarter_end,is_weekend,season,competitive_intensity,promo_recency,inventory_pct,inventory_status,high_inventory_flag,price_inventory_pressure,overpriced_overstocked,competitor_promo_high_season,premium_in_low_season,product_segment_combo,price_ma_7d,price_ma_30d,price_momentum,qty_ma_7d,qty_ma_30d,demand_trend,product_encoded,segment_encoded,season_encoded,profit_per_unit,margin_pct
2021-01-11,Centrifuge,Government,12402.85,12089.11,105,4560.0,178,171,0,1,1,0,1302299.25,478800.0,823499.25,63.23,313.7399999999998,1.0259522826742415,2.6,1,11977.565,3.55,Medium,2021,2,11,0,0,0,0,0,Winter,0.0,Long_Ago,89.4,Very_High,1,0.031736999999999994,1,0,0,Centrifuge_Government,12206.158571428572,12293.812631578947,0.89,115.28571428571429,110.42105263157895,4.864661654135347,0,2,3,7842.85,63.23
2021-01-11,Centrifuge,Academic,11966.39,11049.48,76,4560.0,8,27,0,1,1,0,909445.64,346560.0,562885.6399999999,61.89,916.9099999999999,1.082982185587014,8.3,1,11977.565,-0.09,Medium,2021,2,11,0,0,0,0,0,Winter,0.0,Recent,4.0,Low,0,-3.6e-05,0,0,0,Centrifuge_Academic,12435.425714285713,12277.441499999999,-2.53,103.0,108.7,-5.700000000000003,0,0,3,7406.39,61.89
2021-01-11,Centrifuge,Pharma,10543.55,10608.43,176,4560.0,63,176,1,1,1,0,1855664.8,802560.0,1053104.7999999998,56.75,-64.88000000000102,0.9938841091471593,-0.61,0,11977.565,-11.97,Low,2021,2,11,0,0,0,0,0,Winter,64.88000000000102,Long_Ago,31.7,Medium,0,-0.037944900000000004,0,0,0,Centrifuge_Pharma,12248.992857142859,12194.87523809524,-13.54,113.42857142857143,111.9047619047619,1.5238095238095326,0,3,3,5983.55,56.75
2021-01-12,Centrifuge,Biotech,12150.84,13057.16,129,4560.0,148,80,0,1,1,1,1567458.36,588240.0,979218.36,62.47,-906.3199999999997,0.9305882749388076,-6.94,0,11977.565,1.45,Medium,2021,2,12,0,0,0,0,0,Winter,0.0,Medium,74.4,High,0,0.010788,0,0,0,Centrifuge_Biotech,12124.551428571429,12192.873636363634,-0.34,119.14285714285714,112.68181818181819,6.461038961038952,0,1,3,7590.84,62.47
2021-01-12,Centrifuge,Biotech,12360.45,11510.69,118,4560.0,33,47,0,1,1,1,1458533.1,538080.0,920453.1,63.11,849.7600000000002,1.0738235501086382,7.38,1,11977.565,3.2,Medium,2021,2,12,0,0,0,0,0,Winter,0.0,Medium,16.6,Low,0,0.005312000000000001,0,0,0,Centrifuge_Biotech,11963.36,12200.159565217391,1.31,119.85714285714286,112.91304347826087,6.944099378881987,0,1,3,7800.45,63.11
2021-01-13,Centrifuge,Pharma,11006.34,10432.12,161,4560.0,62,162,0,1,1,2,1772020.74,734160.0,1037860.74,58.57,574.2199999999993,1.0550434619233673,5.5,1,11977.565,-8.11,Low,2021,2,13,0,0,0,0,0,Winter,0.0,Long_Ago,31.2,Medium,0,-0.025303199999999998,0,0,0,Centrifuge_Pharma,11835.672857142856,12150.417083333334,-9.42,133.42857142857142,114.91666666666667,18.511904761904745,0,3,3,6446.34,58.57
2021-01-13,Centrifuge,Pharma,12960.26,13814.57,115,4560.0,25,3,1,1,1,2,1490429.9,524400.0,966029.9,64.82,-854.3099999999995,0.9381587700521985,-6.18,0,11977.565,8.2,High,2021,2,13,0,0,0,0,0,Winter,854.3099999999995,Recent,12.6,Low,0,0.010332,0,0,0,Centrifuge_Pharma,11912.954285714286,12182.810800000001,6.38,125.71428571428571,114.92,10.794285714285706,0,3,3,8400.26,64.82
2021-01-14,Centrifuge,Government,13110.23,12597.92,78,4560.0,83,91,0,1,1,3,1022597.94,355680.0,666917.94,65.22,512.3099999999995,1.0406662369661024,4.07,1,11977.565,9.46,High,2021,2,14,0,0,0,0,0,Winter,0.0,Long_Ago,41.7,Medium,0,0.0394482,0,0,0,Centrifuge_Government,12014.00857142857,12218.48076923077,7.3,121.85714285714286,113.5,8.357142857142861,0,2,3,8550.23,65.22
2021-01-14,Centrifuge,Biotech,12575.36,12120.32,127,4560.0,153,2,1,1,1,3,1597070.72,579120.0,1017950.72,63.74,455.0400000000009,1.037543563206252,3.75,1,11977.565,4.99,High,2021,2,14,0,0,0,0,0,Winter,455.0400000000009,Recent,76.9,Very_High,1,0.0383731,1,0,0,Centrifuge_Biotech,12101.004285714285,12231.698518518519,2.81,129.14285714285714,114.0,15.142857142857139,0,1,3,8015.36,63.74
2021-01-14,Centrifuge,Academic,12796.32,12792.06,55,4560.0,49,28,0,1,1,3,703797.6,250800.0,452997.6,64.36,4.260000000000218,1.0003330190758954,0.03,1,11977.565,6.84,High,2021,2,14,0,0,0,0,0,Winter,0.0,Recent,24.6,Low,0,0.016826400000000002,0,0,0,Centrifuge_Academic,12422.82857142857,12251.863571428572,4.44,111.85714285714286,111.89285714285714,-0.035714285714277594,0,0,3,8236.32,64.36
2021-01-15,Centrifuge,Biotech,11500.5,11543.39,138,4560.0,95,21,1,1,1,4,1587069.0,629280.0,957789.0,60.35,-42.88999999999942,0.9962844537003428,-0.37,0,11977.565,-3.98,Medium,2021,2,15,0,0,0,0,0,Winter,42.88999999999942,Recent,47.7,Medium,0,-0.0189846,0,0,0,Centrifuge_Biotech,12329.922857142856,12225.95448275862,-5.93,113.14285714285714,112.79310344827586,0.34975369458128114,0,1,3,6940.5,60.35
2021-01-15,Centrifuge,Biotech,12999.56,14004.61,101,4560.0,33,129,0,1,1,4,1312955.56,460560.0,852395.56,64.92,-1005.0500000000011,0.9282343456904547,-7.18,0,11977.565,8.53,High,2021,2,15,0,0,0,0,0,Winter,0.0,Long_Ago,16.6,Low,0,0.014159799999999998,0,0,0,Centrifuge_Biotech,12421.224285714286,12251.741333333333,6.1,110.71428571428571,112.4,-1.6857142857142975,0,1,3,8439.56,64.92
2021-01-15,Centrifuge,Pharma,12233.66,11709.35,158,4560.0,92,80,0,1,1,4,1932918.28,720480.0,1212438.28,62.73,524.3099999999995,1.0447770371540692,4.48,1,11977.565,2.14,Medium,2021,2,15,0,0,0,0,0,Winter,0.0,Medium,46.2,Medium,0,0.009886800000000001,0,0,0,Centrifuge_Pharma,12596.555714285714,12246.446666666667,-0.1,110.28571428571429,113.86666666666666,-3.5809523809523682,0,3,3,7673.66,62.73
2021-01-15,Centrifuge,Pharma,11718.08,10739.33,172,4560.0,13,46,0,1,1,4,2015509.76,784320.0,1231189.76,61.09,978.75,1.0911369703696598,9.11,1,11977.565,-2.17,Medium,2021,2,15,0,0,0,0,0,Winter,0.0,Medium,6.5,Low,0,-0.0014105,0,0,0,Centrifuge_Pharma,12419.101428571428,12181.494333333332,-3.8,118.42857142857143,117.9,0.5285714285714249,0,3,3,7158.08,61.09
2021-01-16,Centrifuge,Pharma,13759.54,14017.82,129,4560.0,120,63,0,1,1,5,1774980.66,588240.0,1186740.66,66.86,-258.27999999999884,0.9815748811156086,-1.84,0,11977.565,14.88,High,2021,2,16,0,0,0,0,1,Winter,0.0,Medium,60.3,High,0,0.08972640000000001,0,0,0,Centrifuge_Pharma,12511.86,12207.349666666667,12.72,125.71428571428571,118.1,7.614285714285714,0,3,3,9199.54,66.86
2021-01-17,Centrifuge,Academic,10617.04,10355.21,62,4560.0,108,162,0,1,1,6,658256.4800000001,282720.0,375536.4800000001,57.05,261.83000000000175,1.0252848566084127,2.53,1,11977.565,-11.36,Low,2021,2,17,0,0,0,0,1,Winter,0.0,Long_Ago,54.3,High,0,-0.06168479999999999,0,0,0,Centrifuge_Academic,12232.1,12199.872333333333,-12.97,116.42857142857143,116.4,0.028571428571424917,0,0,3,6057.04,57.05
2021-01-17,Centrifuge,Academic,12707.17,13639.13,59,4560.0,199,130,0,1,1,6,749723.03,269040.0,480683.03,64.11,-931.9599999999991,0.9316701285199277,-6.83,0,11977.565,6.09,High,2021,2,17,0,0,0,0,1,Winter,0.0,Long_Ago,100.0,Very_High,1,0.060899999999999996,1,0,0,Centrifuge_Academic,12219.364285714286,12168.805333333332,4.42,117.0,115.0,2.0,0,0,3,8147.17,64.11
2021-01-18,Centrifuge,Pharma,11575.09,12527.56,140,4560.0,77,152,1,1,1,0,1620512.6,638400.0,982112.6,60.61,-952.4699999999993,0.9239700308759248,-7.6,0,11977.565,-3.36,Medium,2021,3,18,0,0,0,0,0,Winter,952.4699999999993,Long_Ago,38.7,Medium,0,-0.0130032,0,0,0,Centrifuge_Pharma,12230.02,12178.153333333334,-4.95,117.28571428571429,113.73333333333333,3.5523809523809575,0,3,3,7015.09,60.61
2021-01-18,Centrifuge,Pharma,13466.46,14267.12,148,4560.0,25,83,0,1,1,0,1993036.08,674880.0,1318156.0799999998,66.14,-800.6600000000017,0.9438807551909565,-5.61,0,11977.565,12.43,High,2021,3,18,0,0,0,0,0,Winter,0.0,Medium,12.6,Low,0,0.0156618,0,0,0,Centrifuge_Pharma,12296.72,12275.892,9.7,124.0,115.03333333333333,8.966666666666669,0,3,3,8906.46,66.14
2021-01-18,Centrifuge,Academic,11051.04,10325.74,61,4560.0,143,141,0,1,1,0,674113.4400000001,278160.0,395953.44000000006,58.74,725.3000000000011,1.0702419390765214,7.02,1,11977.565,-7.74,Low,2021,3,18,0,0,0,0,0,Winter,0.0,Long_Ago,71.9,High,0,-0.0556506,0,0,0,Centrifuge_Academic,12127.774285714288,12236.214,-9.69,110.14285714285714,113.9,-3.757142857142867,0,0,3,6491.04,58.74
2021-01-19,Centrifuge,Government,12037.67,11512.99,91,4560.0,75,147,1,1,1,1,1095427.97,414960.0,680467.97,62.12,524.6800000000003,1.045572870296943,4.56,1,11977.565,0.5,Medium,2021,3,19,0,0,0,0,0,Winter,524.6800000000003,Long_Ago,37.7,Medium,0,0.001885,0,0,0,Centrifuge_Government,12173.430000000002,12220.211333333333,-1.49,98.57142857142857,113.06666666666666,-14.495238095238093,0,2,3,7477.67,62.12
2021-01-21,Centrifuge,Government,10951.6,11498.38,87,4560.0,18,176,1,1,1,3,952789.2,396720.0,556069.2000000001,58.36,-546.7799999999988,0.9524472143032324,-4.76,0,11977.565,-8.57,Low,2021,3,21,0,0,0,0,0,Winter,546.7799999999988,Long_Ago,9.0,Low,0,-0.007712999999999999,0,0,0,Centrifuge_Government,11772.295714285714,12177.058,-10.06,92.57142857142857,113.3,-20.728571428571428,0,2,3,6391.6,58.36
2021-01-22,Centrifuge,Pharma,12171.78,13249.17,128,4560.0,82,18,0,1,1,4,1557987.84,583680.0,974307.84,62.54,-1077.3899999999994,0.9186824533159436,-8.13,0,11977.565,1.62,Medium,2021,3,22,0,0,0,0,0,Winter,0.0,Recent,41.2,Medium,0,0.006674400000000001,0,0,0,Centrifuge_Pharma,11994.401428571427,12124.584,0.39,102.0,114.4,-12.400000000000006,0,3,3,7611.78,62.54
2021-01-22,Centrifuge,Biotech,13572.38,13892.68,89,4560.0,72,90,0,1,1,4,1207941.8199999998,405840.0,802101.8199999998,66.4,-320.3000000000011,0.9769446931765504,-2.31,0,11977.565,13.32,High,2021,3,22,0,0,0,0,0,Winter,0.0,Medium,36.2,Medium,0,0.04821840000000001,0,0,0,Centrifuge_Biotech,12118.002857142857,12175.814,11.47,106.28571428571429,113.5,-7.214285714285708,0,1,3,9012.38,66.4
2021-01-22,Centrifuge,Biotech,12911.15,13141.39,101,4560.0,28,55,0,1,1,4,1304026.15,460560.0,843466.1499999999,64.68,-230.23999999999978,0.9824797833410317,-1.75,0,11977.565,7.79,High,2021,3,22,0,0,0,0,0,Winter,0.0,Medium,14.1,Low,0,0.010983899999999998,0,0,0,Centrifuge_Biotech,12308.86857142857,12260.801666666668,5.3,100.71428571428571,111.46666666666667,-10.75238095238096,0,1,3,8351.15,64.68
2021-01-22,Centrifuge,Government,12077.77,10953.14,108,4560.0,54,171,1,1,1,4,1304399.16,492480.0,811919.1600000001,62.24,1124.630000000001,1.102676492768284,10.27,1,11977.565,0.84,Medium,2021,3,22,0,0,0,0,0,Winter,1124.630000000001,Long_Ago,27.1,Medium,0,0.0022764,0,0,0,Centrifuge_Government,12110.484285714285,12268.441333333332,-1.55,95.0,111.63333333333334,-16.63333333333334,0,2,3,7517.77,62.24
2021-01-22,Centrifuge,Government,10699.82,10279.97,120,4560.0,77,38,0,1,1,4,1283978.4,547200.0,736778.3999999999,57.38,419.85000000000036,1.0408415588761446,4.08,1,11977.565,-10.67,Low,2021,3,22,0,0,0,0,0,Winter,0.0,Medium,38.7,Medium,0,-0.0412929,0,0,0,Centrifuge_Government,12060.31,12191.037666666667,-12.23,103.42857142857143,112.66666666666667,-9.23809523809524,0,2,3,6139.82,57.38
2021-01-23,Centrifuge,Pharma,11862.4,11284.48,165,4560.0,80,83,0,1,1,5,1957296.0,752400.0,1204896.0,61.56,577.9200000000001,1.0512137023593466,5.12,1,11977.565,-0.96,Medium,2021,3,23,0,0,0,0,1,Winter,0.0,Medium,40.2,Medium,0,-0.0038591999999999997,0,0,0,Centrifuge_Pharma,12035.271428571428,12136.824666666666,-2.26,114.0,114.4,-0.4000000000000057,0,3,3,7302.4,61.56
2021-01-23,Centrifuge,Government,10853.92,11259.11,129,4560.0,147,132,0,1,1,5,1400155.68,588240.0,811915.6799999999,57.99,-405.1900000000005,0.9640122531887511,-3.6,0,11977.565,-9.38,Low,2021,3,23,0,0,0,0,1,Winter,0.0,Long_Ago,73.9,High,0,-0.06931820000000001,0,0,0,Centrifuge_Government,12021.317142857142,12101.950333333334,-10.31,120.0,116.5,3.5,0,2,3,6293.92,57.99
2021-01-23,Centrifuge,Pharma,13073.83,14260.33,156,4560.0,195,176,0,1,1,5,2039517.48,711360.0,1328157.48,65.12,-1186.5,0.9167971568680389,-8.32,0,11977.565,9.15,High,2021,3,23,0,0,0,0,1,Winter,0.0,Long_Ago,98.0,Very_High,1,0.08967,1,0,0,Centrifuge_Pharma,12150.18142857143,12123.768333333333,7.84,124.0,116.06666666666666,7.933333333333337,0,3,3,8513.83,65.12
2021-01-23,Centrifuge,Biotech,11717.39,11214.24,136,4560.0,166,72,0,1,1,5,1593565.04,620160.0,973405.04,61.08,503.14999999999964,1.0448670618784688,4.49,1,11977.565,-2.17,Medium,2021,3,23,0,0,0,0,1,Winter,0.0,Medium,83.4,Very_High,1,-0.0180978,0,0,0,Centrifuge_Biotech,11885.182857142858,12100.919666666667,-3.17,130.71428571428572,117.1,13.614285714285728,0,1,3,7157.39,61.08
2021-01-23,Centrifuge,Government,10292.64,11299.72,103,4560.0,188,0,0,1,1,5,1060141.92,469680.0,590461.9199999999,55.7,-1007.0799999999999,0.9108756677156602,-8.91,0,11977.565,-14.07,Low,2021,3,23,0,0,0,0,1,Winter,0.0,Recent,94.5,Very_High,1,-0.13296149999999998,0,0,0,Centrifuge_Government,11511.11,12045.127999999999,-14.55,131.0,118.0,13.0,0,2,3,5732.64,55.7
2021-01-23,Centrifuge,Academic,12637.46,13490.35,79,4560.0,189,64,1,1,1,5,998359.34,360240.0,638119.34,63.92,-852.8900000000012,0.9367777707768886,-6.32,0,11977.565,5.51,High,2021,3,23,0,0,0,0,1,Winter,852.8900000000012,Medium,95.0,Very_High,1,0.052344999999999996,1,0,0,Centrifuge_Academic,11591.065714285714,12114.925,4.31,126.85714285714286,114.76666666666667,12.090476190476195,0,0,3,8077.46,63.92
2021-01-24,Centrifuge,Government,13190.29,13378.47,96,4560.0,151,25,0,1,1,6,1266267.84,437760.0,828507.8400000001,65.43,-188.17999999999847,0.9859341165320101,-1.41,0,11977.565,10.12,High,2021,3,24,0,0,0,0,1,Winter,0.0,Recent,75.9,Very_High,1,0.0768108,1,0,0,Centrifuge_Government,11946.847142857141,12149.573333333334,8.57,123.42857142857143,113.66666666666667,9.76190476190476,0,2,3,8630.29,65.43
2021-01-24,Centrifuge,Academic,10868.63,10688.12,74,4560.0,64,159,0,1,1,6,804278.62,337440.0,466838.62,58.04,180.5099999999984,1.016888844810874,1.69,1,11977.565,-9.26,Low,2021,3,24,0,0,0,0,1,Winter,0.0,Long_Ago,32.2,Medium,0,-0.029817200000000002,0,0,0,Centrifuge_Academic,11804.880000000001,12099.846,-10.18,110.42857142857143,112.2,-1.7714285714285722,0,0,3,6308.63,58.04
2021-01-24,Centrifuge,Biotech,12186.25,11149.5,136,4560.0,148,142,0,1,1,6,1657330.0,620160.0,1037170.0,62.58,1036.75,1.0929862325664828,9.3,1,11977.565,1.74,Medium,2021,3,24,0,0,0,0,1,Winter,0.0,Long_Ago,74.4,High,0,0.012945600000000002,0,0,0,Centrifuge_Biotech,11995.212857142858,12139.176333333333,0.39,111.42857142857143,111.36666666666666,0.06190476190477057,0,1,3,7626.25,62.58
2021-01-24,Centrifuge,Pharma,13022.54,13975.69,130,4560.0,122,55,0,1,1,6,1692930.2000000002,592800.0,1100130.2000000002,64.98,-953.1499999999996,0.9317994317275212,-6.82,0,11977.565,8.72,High,2021,3,24,0,0,0,0,1,Winter,0.0,Medium,61.3,High,0,0.0534536,0,0,0,Centrifuge_Pharma,11987.885714285714,12141.252333333334,7.26,107.71428571428571,111.86666666666666,-4.152380952380952,0,3,3,8462.54,64.98
2021-01-25,Centrifuge,Biotech,13183.86,13324.78,113,4560.0,163,111,0,1,1,0,1489776.1800000002,515280.0,974496.1800000002,65.41,-140.92000000000007,0.9894242156343294,-1.06,0,11977.565,10.07,High,2021,4,25,0,0,0,0,0,Winter,0.0,Long_Ago,81.9,Very_High,1,0.0824733,1,0,0,Centrifuge_Biotech,12197.381428571429,12143.706666666667,8.57,104.42857142857143,113.03333333333333,-8.6047619047619,0,1,3,8623.86,65.41
2021-01-26,Centrifuge,Pharma,13573.59,13062.69,122,4560.0,58,145,0,1,1,1,1655977.98,556320.0,1099657.98,66.41,510.89999999999964,1.0391113928295015,3.91,1,11977.565,13.33,High,2021,4,26,0,0,0,0,0,Winter,0.0,Long_Ago,29.1,Medium,0,0.03879030000000001,0,0,0,Centrifuge_Pharma,12666.08857142857,12176.981,11.47,107.14285714285714,112.86666666666666,-5.723809523809521,0,3,3,9013.59,66.41
2021-01-26,Centrifuge,Pharma,12713.49,13300.23,160,4560.0,130,155,1,1,1,1,2034158.4,729600.0,1304558.4,64.13,-586.7399999999998,0.9558849734177529,-4.41,0,11977.565,6.14,High,2021,4,26,0,0,0,0,0,Winter,586.7399999999998,Long_Ago,65.3,High,0,0.040094199999999997,0,0,0,Centrifuge_Pharma,12676.949999999999,12174.220000000001,4.43,118.71428571428571,116.36666666666666,2.347619047619048,0,3,3,8153.49,64.13
