date,product,customer_segment,price,competitor_price,quantity_sold,unit_cost,inventory_level,days_since_promotion,competitor_promotion,month,quarter,day_of_week,revenue,cost,profit,margin_percent,price_diff_competitor,price_tier,year,week_of_year,day_of_year,is_academic_start,is_summer_slowdown,is_year_end,is_quarter_end,season,inventory_pct,inventory_status,high_inventory_flag,price_inventory_pressure,price_vs_product_norm,overpriced_overstocked,price_ma_7d,price_ma_30d,price_momentum,qty_ma_7d,qty_ma_30d,demand_trend,product_encoded,segment_encoded,season_encoded,profit_per_unit,margin_pct
2021-01-23,Centrifuge,Biotech,11717.39,11214.24,136,4560.0,166,72,0,1,1,5,1593565.04,620160.0,973405.04,61.08,503.14999999999964,Medium,2021,3,23,0,0,0,0,Winter,83.4,Very_High,1,97.7230326,-0.02256612480678585,0,11885.182857142858,12100.919666666667,-3.17,130.71428571428572,117.1,13.614285714285728,0,1,3,7157.39,61.08
2021-01-23,Centrifuge,Government,10292.64,11299.72,103,4560.0,188,0,0,1,1,5,1060141.92,469680.0,590461.9199999999,55.7,-1007.0799999999999,Low,2021,3,23,0,0,0,0,Winter,94.5,Very_High,1,97.26544799999999,-0.1414150249186309,0,11511.11,12045.127999999999,-14.55,131.0,118.0,13.0,0,2,3,5732.64,55.7
2021-01-23,Centrifuge,Academic,12637.46,13490.35,79,4560.0,189,64,1,1,1,5,998359.34,360240.0,638119.34,63.92,-852.8900000000012,High,2021,3,23,0,0,0,0,Winter,95.0,Very_High,1,120.05586999999998,0.05418369623262824,1,11591.065714285714,12114.925,4.31,126.85714285714286,114.76666666666667,12.090476190476195,0,0,3,8077.46,63.92
2021-01-24,Centrifuge,Government,13190.29,13378.47,96,4560.0,151,25,0,1,1,6,1266267.84,437760.0,828507.8400000001,65.43,-188.17999999999847,High,2021,3,24,0,0,0,0,Winter,75.9,Very_High,1,100.11430110000002,0.10029932174505604,1,11946.847142857141,12149.573333333334,8.57,123.42857142857143,113.66666666666667,9.76190476190476,0,2,3,8630.29,65.43
2021-01-24,Centrifuge,Academic,10868.63,10688.12,74,4560.0,64,159,0,1,1,6,804278.62,337440.0,466838.62,58.04,180.5099999999984,Low,2021,3,24,0,0,0,0,Winter,32.2,Medium,0,34.996988599999995,-0.09336745308117056,0,11804.880000000001,12099.846,-10.18,110.42857142857143,112.2,-1.7714285714285722,0,0,3,6308.63,58.04
2021-01-24,Centrifuge,Biotech,12186.25,11149.5,136,4560.0,148,142,0,1,1,6,1657330.0,620160.0,1037170.0,62.58,1036.75,Medium,2021,3,24,0,0,0,0,Winter,74.4,High,0,90.66570000000002,0.016544944016825124,0,11995.212857142858,12139.176333333333,0.39,111.42857142857143,111.36666666666666,0.06190476190477057,0,1,3,7626.25,62.58
2021-01-24,Centrifuge,Pharma,13022.54,13975.69,130,4560.0,122,55,0,1,1,6,1692930.2000000002,592800.0,1100130.2000000002,64.98,-953.1499999999996,High,2021,3,24,0,0,0,0,Winter,61.3,High,0,79.8281702,0.08630605766801655,0,11987.885714285714,12141.252333333334,7.26,107.71428571428571,111.86666666666666,-4.152380952380952,0,3,3,8462.54,64.98
2021-01-25,Centrifuge,Biotech,13183.86,13324.78,113,4560.0,163,111,0,1,1,0,1489776.1800000002,515280.0,974496.1800000002,65.41,-140.92000000000007,High,2021,4,25,0,0,0,0,Winter,81.9,Very_High,1,107.97581340000002,0.09976294804600765,1,12197.381428571429,12143.706666666667,8.57,104.42857142857143,113.03333333333333,-8.6047619047619,0,1,3,8623.86,65.41
2021-01-26,Centrifuge,Pharma,13573.59,13062.69,122,4560.0,58,145,0,1,1,1,1655977.98,556320.0,1099657.98,66.41,510.89999999999964,High,2021,4,26,0,0,0,0,Winter,29.1,Medium,0,39.49914690000001,0.13227320025909017,0,12666.08857142857,12176.981,11.47,107.14285714285714,112.86666666666666,-5.723809523809521,0,3,3,9013.59,66.41
2021-01-26,Centrifuge,Pharma,12713.49,13300.23,160,4560.0,130,155,1,1,1,1,2034158.4,729600.0,1304558.4,64.13,-586.7399999999998,High,2021,4,26,0,0,0,0,Winter,65.3,High,0,83.01908970000001,0.06052591899136041,0,12676.949999999999,12174.220000000001,4.43,118.71428571428571,116.36666666666666,2.347619047619048,0,3,3,8153.49,64.13
2021-01-27,Centrifuge,Academic,11089.87,12162.42,67,4560.0,92,29,0,1,1,2,743021.29,305520.0,437501.29,58.88,-1072.5499999999993,Low,2021,4,27,0,0,0,0,Winter,46.2,Medium,0,51.235199400000006,-0.07491219380007227,0,12376.890000000001,12160.532333333334,-8.8,114.57142857142857,114.0,0.5714285714285694,0,0,3,6529.87,58.88
2021-01-27,Centrifuge,Government,11863.49,12849.31,109,4560.0,76,124,1,1,1,2,1293120.41,497040.0,796080.4099999999,61.56,-985.8199999999997,Medium,2021,4,27,0,0,0,0,Winter,38.2,Medium,0,45.3185318,-0.010378846823742788,0,12519.012857142856,12122.663333333334,-2.14,119.57142857142857,114.26666666666667,5.304761904761904,0,2,3,7303.49,61.56
2021-01-27,Centrifuge,Government,12348.89,11192.05,109,4560.0,59,162,0,1,1,2,1346029.01,497040.0,848989.01,63.07,1156.8400000000001,Medium,2021,4,27,0,0,0,0,Winter,29.6,Medium,0,36.552714400000006,0.030111945325258467,0,12542.247142857143,12126.504333333334,1.83,115.71428571428571,112.63333333333334,3.0809523809523682,0,2,3,7788.89,63.07
2021-01-27,Centrifuge,Biotech,12512.17,11280.25,93,4560.0,171,4,0,1,1,2,1163631.81,424080.0,739551.81,63.56,1231.92,Medium,2021,4,27,0,0,0,0,Winter,85.9,Very_High,1,107.47954030000001,0.04373233375148211,1,12469.337142857143,12152.974,2.96,110.42857142857143,110.0,0.4285714285714306,0,1,3,7952.17,63.56
2021-01-28,Centrifuge,Biotech,11129.28,11478.15,118,4560.0,167,163,1,1,1,3,1313255.04,538080.0,775175.04,59.03,-348.869999999999,Low,2021,4,28,0,0,0,0,Winter,83.9,Very_High,1,93.37465920000001,-0.07162471518739791,0,12175.825714285715,12065.298666666666,-7.76,111.14285714285714,109.63333333333334,1.5095238095237988,0,1,3,6569.28,59.03
2021-01-28,Centrifuge,Pharma,11699.73,12047.28,141,4560.0,38,33,0,1,1,3,1649661.93,642960.0,1006701.93,61.02,-347.5500000000011,Medium,2021,4,28,0,0,0,0,Winter,19.1,Low,0,22.3464843,-0.024039275588309043,0,11908.13142857143,12101.388333333334,-3.32,113.85714285714286,112.26666666666667,1.5904761904761955,0,3,3,7139.73,61.02
2021-01-28,Centrifuge,Government,11558.1,11155.15,83,4560.0,89,140,0,1,1,3,959322.3,378480.0,580842.3,60.55,402.9500000000007,Medium,2021,4,28,0,0,0,0,Winter,44.7,Medium,0,51.664707,-0.03585367792053611,0,11743.075714285715,12063.086000000001,-4.19,102.85714285714286,113.06666666666666,-10.209523809523802,0,2,3,6998.1,60.55
2021-01-29,Centrifuge,Pharma,12186.84,12999.03,166,4560.0,194,142,1,1,1,4,2023015.44,756960.0,1266055.44,62.58,-812.1900000000005,Medium,2021,4,29,0,0,0,0,Winter,97.5,Very_High,1,118.82169,0.01659416026603797,1,11899.785714285714,12083.477666666668,0.86,117.0,113.93333333333334,3.066666666666663,0,3,3,7626.84,62.58
2021-01-29,Centrifuge,Pharma,12312.36,12705.53,118,4560.0,47,113,0,1,1,4,1452858.48,538080.0,914778.48,62.96,-393.1700000000001,Medium,2021,4,29,0,0,0,0,Winter,23.6,Low,0,29.057169600000005,0.02706470874264007,0,11963.91,12045.007666666666,2.22,118.28571428571429,112.93333333333334,5.352380952380955,0,3,3,7752.36,62.96
2021-01-30,Centrifuge,Pharma,11873.08,12588.86,141,4560.0,60,140,0,1,1,5,1674104.28,642960.0,1031144.28,61.59,-715.7800000000007,Medium,2021,4,30,0,0,0,0,Winter,30.2,Medium,0,35.8567016,-0.009578874230605317,0,11895.937142857143,12072.409000000001,-1.65,122.85714285714286,115.6,7.257142857142867,0,3,3,7313.08,61.59
2021-01-30,Centrifuge,Biotech,11526.22,11672.83,124,4560.0,96,59,0,1,1,5,1429251.28,565440.0,863811.28,60.44,-146.61000000000058,Medium,2021,4,30,0,0,0,0,Winter,48.2,Medium,0,55.5563804,-0.0385130237254603,0,11755.087142857143,12055.360666666667,-4.39,127.28571428571429,116.7,10.585714285714289,0,1,3,6966.22,60.44
2021-01-30,Centrifuge,Biotech,13338.58,12885.36,111,4560.0,112,0,0,1,1,5,1480582.38,506160.0,974422.38,65.81,453.21999999999935,High,2021,4,30,0,0,0,0,Winter,56.3,High,0,75.09620539999999,0.11266928377178731,0,12070.701428571429,12134.926666666666,9.92,126.28571428571429,117.5,8.785714285714292,0,1,3,8778.58,65.81
2021-01-30,Centrifuge,Biotech,12882.78,12081.48,95,4560.0,14,19,0,1,1,5,1223864.1,433200.0,790664.1000000001,64.6,801.3000000000011,High,2021,4,30,0,0,0,0,Winter,7.0,Low,0,9.017946,0.07464764582058263,0,12239.70857142857,12158.626666666667,5.96,119.71428571428571,116.4,3.3142857142857025,0,1,3,8322.78,64.6
2021-01-31,Centrifuge,Pharma,13399.17,13407.44,134,4560.0,9,53,0,1,1,6,1795488.78,611040.0,1184448.78,65.97,-8.270000000000437,High,2021,4,31,0,0,0,0,Winter,4.5,Low,0,6.0296265,0.11772354231383098,0,12502.718571428572,12152.853000000001,10.26,127.0,117.9,9.099999999999994,0,3,3,8839.17,65.97
2021-01-31,Centrifuge,Pharma,12083.73,12859.53,137,4560.0,184,77,0,1,1,6,1655471.01,624720.0,1030751.01,62.26,-775.8000000000011,Medium,2021,4,31,0,0,0,0,Winter,92.5,Very_High,1,111.77450250000001,0.007992995085808169,1,12487.988571428574,12125.272333333332,-0.34,122.85714285714286,119.1,3.757142857142867,0,3,3,7523.73,62.26
